6000,7000,1,43
8000,9000,1,1574
9000,10000,1,423
10000,11000,1,414
15000,16000,1,769
16000,17000,1,406
26000,27000,2,1571
28000,29000,1,1230
34000,35000,1,815
35000,36000,1,1193
38000,39000,2,1602
40000,41000,1,181
41000,42000,1,1297
44000,45000,1,599
66000,67000,1,1161
70000,71000,1,164
74000,75000,2,1505
75000,76000,1,1348
85000,86000,1,315
88000,89000,1,1379
89000,90000,1,534
91000,92000,1,1599
92000,93000,1,775
104000,105000,1,849
112000,113000,1,1073
113000,114000,1,839
118000,119000,1,798
119000,120000,1,903
123000,124000,1,857
133000,134000,1,1415
136000,137000,1,1168
140000,141000,1,1471
142000,143000,1,285
147000,148000,1,1628
150000,151000,1,866
151000,152000,1,1403
152000,153000,1,237
153000,154000,1,1457
156000,157000,2,1236
158000,159000,1,936
159000,160000,1,998
164000,165000,1,1190
168000,169000,1,996
172000,173000,1,1650
173000,174000,1,206
176000,177000,1,249
180000,181000,1,10
188000,189000,1,1380
198000,199000,1,1374
203000,204000,1,67
205000,206000,2,890
207000,208000,2,1616
208000,209000,1,1237
215000,216000,1,670
216000,217000,1,1106
217000,218000,1,1625
225000,226000,1,1342
227000,228000,1,1077
228000,229000,1,1282
230000,231000,1,1141
232000,233000,1,145
240000,241000,1,80
244000,245000,1,215
245000,246000,1,797
246000,247000,1,605
251000,252000,2,1159
258000,259000,1,1195
263000,264000,1,466
270000,271000,1,1017
272000,273000,1,309
278000,279000,2,1594
282000,283000,1,1473
284000,285000,1,1222
286000,287000,1,333
289000,290000,1,232
291000,292000,1,356
292000,293000,1,1097
307000,308000,1,993
319000,320000,1,263
326000,327000,1,595
328000,329000,1,3
335000,336000,1,287
336000,337000,1,431
342000,343000,1,672
345000,346000,2,452
349000,350000,2,1498
374000,375000,1,1520
379000,380000,1,513
381000,382000,1,807
383000,384000,1,158
392000,393000,1,73
402000,403000,1,1663
406000,407000,2,947
407000,408000,1,1110
412000,413000,1,1264
414000,415000,1,168
418000,419000,1,1324
423000,424000,1,326
433000,434000,1,796
437000,438000,1,307
445000,446000,1,1377
446000,447000,1,508
449000,450000,1,792
464000,465000,2,1440
469000,470000,1,1427
475000,476000,1,236
486000,487000,1,880
487000,488000,1,1026
492000,493000,1,492
496000,497000,1,1170
497000,498000,1,1610
501000,502000,1,1227
503000,504000,1,521
508000,509000,1,1503
510000,511000,1,700
512000,513000,1,430
514000,515000,1,768
531000,532000,1,589
534000,535000,1,1280
547000,548000,1,105
548000,549000,3,1644
552000,553000,1,2
557000,558000,2,785
558000,559000,1,1534
567000,568000,1,784
568000,569000,1,1632
571000,572000,1,69
573000,574000,1,71
578000,579000,1,76
580000,581000,1,1455
582000,583000,1,269
583000,584000,1,1373
584000,585000,1,242
591000,592000,1,1378
592000,593000,1,1339
593000,594000,1,652
601000,602000,1,1146
602000,603000,1,530
606000,607000,1,791
609000,610000,1,1071
616000,617000,1,1512
621000,622000,2,709
623000,624000,1,870
624000,625000,1,1271
627000,628000,1,81
633000,634000,3,525
634000,635000,1,212
637000,638000,1,1257
638000,639000,1,820
641000,642000,1,1118
644000,645000,1,355
646000,647000,1,967
648000,649000,1,1116
649000,650000,1,1130
653000,654000,1,1061
655000,656000,1,1253
656000,657000,1,1113
657000,658000,1,859
659000,660000,2,812
671000,672000,1,1563
676000,677000,1,1636
677000,678000,1,1558
687000,688000,1,96
689000,690000,1,591
704000,705000,1,519
713000,714000,1,1231
716000,717000,2,1528
722000,723000,1,1198
725000,726000,1,721
731000,732000,2,1016
740000,741000,1,1201
743000,744000,1,1000
744000,745000,1,1033
749000,750000,1,1345
754000,755000,1,103
756000,757000,1,959
759000,760000,3,1670
760000,761000,1,639
762000,763000,1,83
763000,764000,1,311
765000,766000,2,1124
781000,782000,1,1502
785000,786000,1,1546
789000,790000,1,1137
793000,794000,1,503
795000,796000,2,940
796000,797000,1,1292
800000,801000,3,1570
807000,808000,1,1098
812000,813000,1,702
813000,814000,2,1540
816000,817000,1,1479
818000,819000,1,928
822000,823000,1,361
837000,838000,1,1425
842000,843000,2,1283
847000,848000,1,585
855000,856000,1,971
872000,873000,1,360
877000,878000,1,555
879000,880000,1,1318
884000,885000,1,607
886000,887000,2,1597
887000,888000,1,377
890000,891000,1,62
891000,892000,1,1326
893000,894000,1,1014
898000,899000,1,1147
899000,900000,1,175
903000,904000,2,1637
907000,908000,1,95
908000,909000,1,425
913000,914000,1,1327
914000,915000,1,1322
917000,918000,1,942
920000,921000,1,1524
922000,923000,1,265
926000,927000,1,1675
935000,936000,1,1648
936000,937000,1,515
937000,938000,1,829
939000,940000,1,914
940000,941000,1,974
942000,943000,1,1480
946000,947000,1,1180
947000,948000,2,1381
948000,949000,1,1024
954000,955000,1,904
955000,956000,1,462
956000,957000,1,1175
957000,958000,1,411
958000,959000,1,1203
963000,964000,1,627
964000,965000,1,1031
966000,967000,1,1443
973000,974000,1,774
974000,975000,1,1383
975000,976000,1,75
